Census year,Block ID,Property ID,Base property ID,CLUE small area,Trading name,Industry (ANZSIC4) code,Industry (ANZSIC4) description,x coordinate,y coordinate,Location
2018,72,105378,105378,Melbourne (CBD),Goldfingers Mens Club,4520,"Pubs, Taverns and Bars",144.95512,-37.81403,"(-37.81402755, 144.9551178)"
2018,67,108581,108581,Melbourne (CBD),Heartbreaker,4520,"Pubs, Taverns and Bars",144.96764,-37.81098,"(-37.81098245, 144.9676439)"
2018,67,102200,102200,Melbourne (CBD),Fad Gallery,4520,"Pubs, Taverns and Bars",144.96843,-37.81123,"(-37.81122961, 144.9684323)"
2018,67,102199,102199,Melbourne (CBD),House of Maximon / Berlin Bar,4520,"Pubs, Taverns and Bars",144.96838,-37.81113,"(-37.81112932, 144.9683849)"
2018,67,102199,102199,Melbourne (CBD),Euro House / Pulp Club,4520,"Pubs, Taverns and Bars",144.96838,-37.81113,"(-37.81112932, 144.9683849)"
2018,67,102198,102198,Melbourne (CBD),Gr8 Bar,4520,"Pubs, Taverns and Bars",144.96832,-37.811,"(-37.81099753, 144.9683243)"
2018,66,635138,635138,Melbourne (CBD),Union Electric,4520,"Pubs, Taverns and Bars",144.96659,-37.8118,"(-37.81180175, 144.9665913)"
2018,66,109436,109436,Melbourne (CBD),Section 8 Bar,4520,"Pubs, Taverns and Bars",144.96539,-37.81176,"(-37.81176162, 144.965392)"
2018,66,109392,109392,Melbourne (CBD),The Toff In Town,4520,"Pubs, Taverns and Bars",144.96527,-37.81199,"(-37.81199286, 144.9652667)"
2018,66,109392,109392,Melbourne (CBD),Rooftop Cinema & Bar,4520,"Pubs, Taverns and Bars",144.96527,-37.81199,"(-37.81199286, 144.9652667)"
2018,66,109392,109392,Melbourne (CBD),Mesa Verde,4520,"Pubs, Taverns and Bars",144.96527,-37.81199,"(-37.81199286, 144.9652667)"
2018,66,109392,109392,Melbourne (CBD),Cookie,4520,"Pubs, Taverns and Bars",144.96527,-37.81199,"(-37.81199286, 144.9652667)"
2018,66,109390,109390,Melbourne (CBD),House of Correction,4520,"Pubs, Taverns and Bars",144.96515,-37.81181,"(-37.81181062, 144.9651473)"
2018,66,109390,109390,Melbourne (CBD),Goldilocks,4520,"Pubs, Taverns and Bars",144.96515,-37.81181,"(-37.81181062, 144.9651473)"
2018,66,105878,105878,Melbourne (CBD),Shanghai Club,4520,"Pubs, Taverns and Bars",144.96559,-37.81214,"(-37.81214275, 144.9655866)"
2018,66,105695,105695,Melbourne (CBD),Ferdydurke,4520,"Pubs, Taverns and Bars",144.96538,-37.81159,"(-37.81159495, 144.9653779)"
2018,66,105694,105694,Melbourne (CBD),The Emerald Peacock,4520,"Pubs, Taverns and Bars",144.96555,-37.81158,"(-37.81158023, 144.9655479)"
2018,66,105694,105694,Melbourne (CBD),Mezcalito Agave Bar,4520,"Pubs, Taverns and Bars",144.96555,-37.81158,"(-37.81158023, 144.9655479)"
2018,66,105691,105691,Melbourne (CBD),Boilermaker House,4520,"Pubs, Taverns and Bars",144.96626,-37.81143,"(-37.81143334, 144.9662603)"
2018,66,105684,105684,Melbourne (CBD),Storyville,4520,"Pubs, Taverns and Bars",144.96685,-37.81119,"(-37.81118751, 144.9668479)"
2018,6,578324,573333,Melbourne (CBD),Transport Hotel,4520,"Pubs, Taverns and Bars",144.97052,-37.81778,"(-37.81777783, 144.9705233)"
2018,6,578324,573333,Melbourne (CBD),Transit Rooftop Bar,4520,"Pubs, Taverns and Bars",144.97052,-37.81778,"(-37.81777783, 144.9705233)"
2018,6,578321,573333,Melbourne (CBD),Beer De Luxe,4520,"Pubs, Taverns and Bars",144.97052,-37.81778,"(-37.81777783, 144.9705233)"
2018,65,105875,105875,Melbourne (CBD),Penny Blue,4520,"Pubs, Taverns and Bars",144.96313,-37.81293,"(-37.81292516, 144.9631275)"
2018,65,105875,105875,Melbourne (CBD),Beneath Driver Lane,4520,"Pubs, Taverns and Bars",144.96313,-37.81293,"(-37.81292516, 144.9631275)"
2018,64,515538,515538,Melbourne (CBD),Paris Cat Jazz Club,4520,"Pubs, Taverns and Bars",144.96083,-37.81352,"(-37.81351797, 144.9608287)"
2018,64,105870,105870,Melbourne (CBD),Kirk's Public Bar,4520,"Pubs, Taverns and Bars",144.96133,-37.81354,"(-37.81354352, 144.9613286)"
2018,64,105869,105869,Melbourne (CBD),Khokolat Bar,4520,"Pubs, Taverns and Bars",144.96107,-37.8136,"(-37.81359817, 144.9610732)"
2018,64,105706,105706,Melbourne (CBD),Golden Monkey,4520,"Pubs, Taverns and Bars",144.96101,-37.81288,"(-37.81288028, 144.9610118)"
2018,64,105705,105705,Melbourne (CBD),Club Retro,4520,"Pubs, Taverns and Bars",144.96119,-37.81283,"(-37.81282947, 144.9611924)"
2018,64,105704,105704,Melbourne (CBD),Trapt Bar & Escape Rooms,4520,"Pubs, Taverns and Bars",144.96145,-37.81292,"(-37.81292478, 144.9614545)"
2018,64,105700,105700,Melbourne (CBD),Whitehart,4520,"Pubs, Taverns and Bars",144.96188,-37.81275,"(-37.81275037, 144.9618757)"
2018,64,104659,104659,Melbourne (CBD),Charlie's Bar,4520,"Pubs, Taverns and Bars",144.96091,-37.81323,"(-37.81323464, 144.9609079)"
2018,58,108986,108986,Melbourne (CBD),Siglo Bar,4520,"Pubs, Taverns and Bars",144.97243,-37.81095,"(-37.81095112, 144.972429)"
2018,58,105831,105831,Melbourne (CBD),Bodega Underground,4520,"Pubs, Taverns and Bars",144.97111,-37.81102,"(-37.8110213, 144.9711096)"
2018,58,105828,105828,Melbourne (CBD),Mrs Parma's,4520,"Pubs, Taverns and Bars",144.97199,-37.81074,"(-37.81074265, 144.9719902)"
2018,58,105657,105657,Melbourne (CBD),Double Happiness Bar / New Gold Mountain,4520,"Pubs, Taverns and Bars",144.97126,-37.81118,"(-37.81118096, 144.9712641)"
2018,58,103621,103621,Melbourne (CBD),Bobby McGees,4520,"Pubs, Taverns and Bars",144.97064,-37.81122,"(-37.81121898, 144.9706367)"
2018,58,101238,101238,Melbourne (CBD),Imperial Hotel,4520,"Pubs, Taverns and Bars",144.97268,-37.8112,"(-37.8112006, 144.9726756)"
2018,58,101236,101236,Melbourne (CBD),Korova Milk Bar,4520,"Pubs, Taverns and Bars",144.97251,-37.81125,"(-37.81124851, 144.9725085)"
2018,58,101230,101230,Melbourne (CBD),Romeo Lane,4520,"Pubs, Taverns and Bars",144.97138,-37.81156,"(-37.81155875, 144.9713796)"
2018,57,108584,108584,Melbourne (CBD),170 Russell,4520,"Pubs, Taverns and Bars",144.96814,-37.81199,"(-37.81199332, 144.9681394)"
2018,57,106433,106433,Melbourne (CBD),Ding Dong Lounge,4520,"Pubs, Taverns and Bars",144.9694,-37.81175,"(-37.81175109, 144.9694035)"
2018,57,103599,103599,Melbourne (CBD),1806 / The Understudy,4520,"Pubs, Taverns and Bars",144.97007,-37.81165,"(-37.81165141, 144.9700687)"
2018,57,101221,101221,Melbourne (CBD),The Elephant and Wheelbarrow,4520,"Pubs, Taverns and Bars",144.97024,-37.81191,"(-37.81191319, 144.9702436)"
2018,57,101219,101219,Melbourne (CBD),Bass Lounge,4520,"Pubs, Taverns and Bars",144.97012,-37.81177,"(-37.81176811, 144.9701235)"
2018,57,101218,101218,Melbourne (CBD),Fireflies Club,4520,"Pubs, Taverns and Bars",144.96955,-37.81208,"(-37.81207508, 144.9695482)"
2018,57,101217,101217,Melbourne (CBD),Welcome Stranger,4520,"Pubs, Taverns and Bars",144.96926,-37.81207,"(-37.81207135, 144.9692644)"
2018,57,101216,101216,Melbourne (CBD),The Croft Institute,4520,"Pubs, Taverns and Bars",144.96909,-37.81206,"(-37.81206289, 144.9690875)"
2018,57,101214,101214,Melbourne (CBD),FM Karaoke Bar,4520,"Pubs, Taverns and Bars",144.96874,-37.81236,"(-37.81235602, 144.9687424)"
2018,56,105839,105839,Melbourne (CBD),Club Aeri,4520,"Pubs, Taverns and Bars",144.96683,-37.81222,"(-37.81221764, 144.9668268)"
2018,56,101207,101207,Melbourne (CBD),Stars KTV and Lounge,4520,"Pubs, Taverns and Bars",144.96769,-37.81268,"(-37.81267583, 144.967689)"
2018,56,101206,101206,Melbourne (CBD),Heros Rooftop Bar,4520,"Pubs, Taverns and Bars",144.96761,-37.8127,"(-37.81269743, 144.9676139)"
2018,55,109284,109284,Melbourne (CBD),Cocoon Bar,4520,"Pubs, Taverns and Bars",144.965,-37.8131,"(-37.8130993, 144.9650002)"
2018,54,109954,109954,Melbourne (CBD),Murmur,4520,"Pubs, Taverns and Bars",144.96185,-37.81381,"(-37.81381257, 144.9618461)"
2018,51,105306,105306,Melbourne (CBD),Opium Exclusive Gentlemans Lounge and Exotic Dance,4520,"Pubs, Taverns and Bars",144.95508,-37.8157,"(-37.81569588, 144.9550815)"
2018,48,503031,503031,Melbourne (CBD),Loop Project Space & Bar,4520,"Pubs, Taverns and Bars",144.97211,-37.81215,"(-37.81215229, 144.972108)"
2018,48,106559,106559,Melbourne (CBD),Meyers Place Bar,4520,"Pubs, Taverns and Bars",144.97235,-37.81208,"(-37.81207813, 144.9723505)"
2018,48,105968,105968,Melbourne (CBD),Magic Mountain Saloon,4520,"Pubs, Taverns and Bars",144.97144,-37.81281,"(-37.81280967, 144.9714419)"
2018,48,103626,103626,Melbourne (CBD),European Bier Cafe,4520,"Pubs, Taverns and Bars",144.9712,-37.81286,"(-37.81285571, 144.971197)"
2018,48,101116,101116,Melbourne (CBD),Good Heavens,4520,"Pubs, Taverns and Bars",144.97104,-37.81218,"(-37.81217966, 144.9710397)"
2018,48,101113,101113,Melbourne (CBD),Madam Brussels,4520,"Pubs, Taverns and Bars",144.97157,-37.81213,"(-37.81212563, 144.9715656)"
2018,48,101113,101113,Melbourne (CBD),Club Asuka,4520,"Pubs, Taverns and Bars",144.97157,-37.81213,"(-37.81212563, 144.9715656)"
2018,48,101109,101109,Melbourne (CBD),Spleen Central,4520,"Pubs, Taverns and Bars",144.97205,-37.81194,"(-37.8119355, 144.9720477)"
2018,46,111394,111394,Melbourne (CBD),Bar Ampere,4520,"Pubs, Taverns and Bars",144.96744,-37.81357,"(-37.81356949, 144.9674365)"
2018,46,109413,109413,Melbourne (CBD),Cabinet Bar,4520,"Pubs, Taverns and Bars",144.96621,-37.81418,"(-37.81417663, 144.9662054)"
2018,46,108536,108536,Melbourne (CBD),Portland Hotel,4520,"Pubs, Taverns and Bars",144.9682,-37.81367,"(-37.81367331, 144.9681998)"
2018,46,105964,105964,Melbourne (CBD),Gin Palace,4520,"Pubs, Taverns and Bars",144.96758,-37.81391,"(-37.81390784, 144.9675812)"
2018,46,105963,105963,Melbourne (CBD),Hana,4520,"Pubs, Taverns and Bars",144.96715,-37.81382,"(-37.81382403, 144.967153)"
2018,46,101133,101133,Melbourne (CBD),Treasure Star,4520,"Pubs, Taverns and Bars",144.9673,-37.81328,"(-37.81328013, 144.9673002)"
2018,46,101130,101130,Melbourne (CBD),The Carlton Hotel,4520,"Pubs, Taverns and Bars",144.96765,-37.8132,"(-37.81320476, 144.9676457)"
2018,45,105960,105960,Melbourne (CBD),New Guernica,4520,"Pubs, Taverns and Bars",144.96401,-37.81488,"(-37.81488401, 144.9640096)"
2018,45,105960,105960,Melbourne (CBD),Chuckle Park,4520,"Pubs, Taverns and Bars",144.96401,-37.81488,"(-37.81488401, 144.9640096)"
2018,43,108068,108068,Melbourne (CBD),CQ Bar,4520,"Pubs, Taverns and Bars",144.96063,-37.81581,"(-37.81581229, 144.9606335)"
2018,43,108068,108068,Melbourne (CBD),Blue Diamond,4520,"Pubs, Taverns and Bars",144.96063,-37.81581,"(-37.81581229, 144.9606335)"
2018,43,105954,105954,Melbourne (CBD),Little Red Pocket,4520,"Pubs, Taverns and Bars",144.96033,-37.81591,"(-37.81590777, 144.9603263)"
2018,41,101160,101160,Melbourne (CBD),Royal Melbourne Hotel,4520,"Pubs, Taverns and Bars",144.95523,-37.81687,"(-37.81686674, 144.9552277)"
2018,4,103972,103972,Melbourne (CBD),Platform One,4520,"Pubs, Taverns and Bars",144.96235,-37.81951,"(-37.81951075, 144.962346)"
2018,38,105912,105912,Melbourne (CBD),Lupino,4520,"Pubs, Taverns and Bars",144.97239,-37.8128,"(-37.81279884, 144.9723924)"
2018,38,105911,105911,Melbourne (CBD),Bar Lourinha,4520,"Pubs, Taverns and Bars",144.97249,-37.81278,"(-37.81278429, 144.9724927)"
2018,37,102158,102158,Melbourne (CBD),Ra,4520,"Pubs, Taverns and Bars",144.97058,-37.81394,"(-37.81393792, 144.9705844)"
2018,37,102158,102158,Melbourne (CBD),Collins Quarter,4520,"Pubs, Taverns and Bars",144.97058,-37.81394,"(-37.81393792, 144.9705844)"
2018,36,102152,102152,Melbourne (CBD),The George on Collins,4520,"Pubs, Taverns and Bars",144.96785,-37.8145,"(-37.81450314, 144.9678477)"
2018,35,109271,109271,Melbourne (CBD),Max Watt's,4520,"Pubs, Taverns and Bars",144.9658,-37.81472,"(-37.81472249, 144.9658025)"
2018,35,105919,105919,Melbourne (CBD),Polepole Bar,4520,"Pubs, Taverns and Bars",144.9656,-37.81484,"(-37.81483564, 144.9656017)"
2018,35,105919,105919,Melbourne (CBD),Bar Americano,4520,"Pubs, Taverns and Bars",144.9656,-37.81484,"(-37.81483564, 144.9656017)"
2018,35,102141,102141,Melbourne (CBD),The Charles Dickens Tavern,4520,"Pubs, Taverns and Bars",144.96437,-37.81553,"(-37.8155277, 144.9643732)"
2018,33,108064,108064,Melbourne (CBD),Melbourne Black Rabbit,4520,"Pubs, Taverns and Bars",144.96102,-37.8165,"(-37.81649726, 144.9610212)"
2018,31,105941,105941,Melbourne (CBD),The Bottom End / Burger Boys,4520,"Pubs, Taverns and Bars",144.95561,-37.81783,"(-37.81782653, 144.9556063)"
2018,27,597183,102071,Melbourne (CBD),Spice Market,4520,"Pubs, Taverns and Bars",144.96987,-37.81512,"(-37.81511565, 144.9698718)"
2018,27,541562,102071,Melbourne (CBD),RU-CO,4520,"Pubs, Taverns and Bars",144.96987,-37.81512,"(-37.81511565, 144.9698718)"
2018,27,102064,102064,Melbourne (CBD),Harley House,4520,"Pubs, Taverns and Bars",144.97135,-37.81434,"(-37.81434446, 144.9713492)"
2018,266,106081,106081,Carlton,The Curtin,4520,"Pubs, Taverns and Bars",144.9657,-37.8062,"(-37.80619946, 144.9656987)"
2018,263,107871,107871,Carlton,Forest Night Club,4520,"Pubs, Taverns and Bars",144.96116,-37.80458,"(-37.80457528, 144.9611585)"
2018,260,103276,103276,Carlton,The Last Jar,4520,"Pubs, Taverns and Bars",144.95892,-37.80388,"(-37.80388398, 144.9589248)"
2018,255,101593,101593,Carlton,Hotel Lincoln,4520,"Pubs, Taverns and Bars",144.96451,-37.80449,"(-37.80448532, 144.9645059)"
2018,252,106244,106244,Carlton,Vodka Temple,4520,"Pubs, Taverns and Bars",144.96677,-37.80344,"(-37.80344128, 144.9667701)"
2018,25,101789,101789,Melbourne (CBD),Lustre Bar,4520,"Pubs, Taverns and Bars",144.9656,-37.8166,"(-37.81660364, 144.9655965)"
2018,25,101789,101789,Melbourne (CBD),Hell's Kitchen,4520,"Pubs, Taverns and Bars",144.9656,-37.8166,"(-37.81660364, 144.9655965)"
2018,247,106238,106238,Carlton,Players On Lygon,4520,"Pubs, Taverns and Bars",144.96709,-37.80246,"(-37.80246412, 144.9670937)"
2018,24,103174,103174,Melbourne (CBD),Fiftyfive,4520,"Pubs, Taverns and Bars",144.96413,-37.81697,"(-37.81697239, 144.9641298)"
2018,23,106436,106436,Melbourne (CBD),Oak & Vine Bar,4520,"Pubs, Taverns and Bars",144.96083,-37.81778,"(-37.81777731, 144.9608316)"
2018,228,101450,101450,Carlton,Dan O'Connell Hotel,4520,"Pubs, Taverns and Bars",144.97339,-37.79303,"(-37.79303042, 144.9733888)"
2018,22,105395,105395,Melbourne (CBD),Inflation Nightclub,4520,"Pubs, Taverns and Bars",144.95719,-37.8189,"(-37.81889999, 144.9571905)"
2018,22,102103,102103,Melbourne (CBD),Market Lane Bar,4520,"Pubs, Taverns and Bars",144.95812,-37.81854,"(-37.81853982, 144.9581174)"
2018,218,106215,106215,Carlton,Carlton Yacht Club Bar,4520,"Pubs, Taverns and Bars",144.96738,-37.79999,"(-37.79998581, 144.9673763)"
2018,216,102714,102714,Carlton,Eva on Drummond,4520,"Pubs, Taverns and Bars",144.96927,-37.79771,"(-37.79771074, 144.9692712)"
2018,215,108202,108202,Carlton,The Beaufort,4520,"Pubs, Taverns and Bars",144.97043,-37.79652,"(-37.79652019, 144.9704269)"
2018,214,106186,106186,Carlton,Green Man's Arms,4520,"Pubs, Taverns and Bars",144.96781,-37.79695,"(-37.79694543, 144.9678124)"
2018,207,106153,106153,Carlton,Wolfs Lair,4520,"Pubs, Taverns and Bars",144.96718,-37.79751,"(-37.79751106, 144.9671762)"
2018,204,101613,101613,Carlton,Clyde Hotel,4520,"Pubs, Taverns and Bars",144.96575,-37.79726,"(-37.79725509, 144.9657543)"
2018,18,108977,108977,Melbourne (CBD),HiHou,4520,"Pubs, Taverns and Bars",144.9741,-37.81455,"(-37.81454534, 144.9741014)"
2018,17,574438,574438,Melbourne (CBD),Eau-De-Vie,4520,"Pubs, Taverns and Bars",144.97169,-37.81584,"(-37.81583901, 144.971687)"
2018,17,104021,104021,Melbourne (CBD),The Duke of Wellington,4520,"Pubs, Taverns and Bars",144.97009,-37.81641,"(-37.81640751, 144.9700863)"
2018,17,103926,103926,Melbourne (CBD),GoGo Bar,4520,"Pubs, Taverns and Bars",144.9704,-37.81569,"(-37.81568854, 144.9703999)"
2018,17,103924,103924,Melbourne (CBD),Jack & Bones,4520,"Pubs, Taverns and Bars",144.97083,-37.81561,"(-37.81560639, 144.9708344)"
2018,17,103923,103923,Melbourne (CBD),Cherry Bar,4520,"Pubs, Taverns and Bars",144.97096,-37.81557,"(-37.81556737, 144.9709643)"
2018,17,103922,103922,Melbourne (CBD),Garden State Hotel,4520,"Pubs, Taverns and Bars",144.9711,-37.81553,"(-37.81552915, 144.9710987)"
2018,16,108532,108532,Melbourne (CBD),Whiskey Den,4520,"Pubs, Taverns and Bars",144.96925,-37.81599,"(-37.8159874, 144.9692477)"
2018,16,104930,104930,Melbourne (CBD),Bar Tini,4520,"Pubs, Taverns and Bars",144.96902,-37.81651,"(-37.81650908, 144.9690182)"
2018,16,104020,104020,Melbourne (CBD),Forum Theatre Bar,4520,"Pubs, Taverns and Bars",144.96939,-37.81649,"(-37.81648561, 144.9693865)"
2018,16,103938,103938,Melbourne (CBD),Mon Bijou,4520,"Pubs, Taverns and Bars",144.96838,-37.81636,"(-37.81635747, 144.9683752)"
2018,15,109257,109257,Melbourne (CBD),Young & Jacksons,4520,"Pubs, Taverns and Bars",144.96702,-37.81736,"(-37.81735593, 144.967023)"
2018,15,103944,103944,Melbourne (CBD),The Mill House Bar,4520,"Pubs, Taverns and Bars",144.9653,-37.81724,"(-37.81724244, 144.9652976)"
2018,14,104003,104003,Melbourne (CBD),Candela Nuevo,4520,"Pubs, Taverns and Bars",144.96271,-37.81859,"(-37.81858764, 144.9627099)"
2018,14,103950,103950,Melbourne (CBD),Bartronica,4520,"Pubs, Taverns and Bars",144.96323,-37.81785,"(-37.81784797, 144.9632259)"
2018,14,103946,103946,Melbourne (CBD),Randy Dragon,4520,"Pubs, Taverns and Bars",144.96385,-37.81764,"(-37.81763876, 144.9638509)"
2018,14,103172,103172,Melbourne (CBD),The Sub Club,4520,"Pubs, Taverns and Bars",144.96433,-37.81742,"(-37.81742176, 144.9643313)"
2018,14,103172,103172,Melbourne (CBD),The Joint Bar,4520,"Pubs, Taverns and Bars",144.96433,-37.81742,"(-37.81742176, 144.9643313)"
2018,14,103165,103165,Melbourne (CBD),Dreams Gentlemen's Club,4520,"Pubs, Taverns and Bars",144.96461,-37.81806,"(-37.81805663, 144.964608)"
2018,14,101099,101099,Melbourne (CBD),Bond Bar,4520,"Pubs, Taverns and Bars",144.96306,-37.81815,"(-37.81814586, 144.963058)"
2018,12,105401,105401,Melbourne (CBD),Tramp Bar,4520,"Pubs, Taverns and Bars",144.95771,-37.81978,"(-37.81977597, 144.9577144)"
2018,12,105401,105401,Melbourne (CBD),Spearmint Rhino Gentlemen's Club,4520,"Pubs, Taverns and Bars",144.95771,-37.81978,"(-37.81977597, 144.9577144)"
2018,12,104824,104824,Melbourne (CBD),Highlander Bar,4520,"Pubs, Taverns and Bars",144.95797,-37.8197,"(-37.81970318, 144.9579702)"
2018,115,104103,104103,Melbourne (CBD),Captain Melville,4520,"Pubs, Taverns and Bars",144.96162,-37.80752,"(-37.80752193, 144.9616202)"
2018,107,108561,108561,Melbourne (CBD),Blue Moon Bar,4520,"Pubs, Taverns and Bars",144.9661,-37.80749,"(-37.80749393, 144.9661001)"
2018,105,109318,109318,Melbourne (CBD),The Oxford Scholar Hotel,4520,"Pubs, Taverns and Bars",144.96269,-37.80826,"(-37.80826427, 144.9626891)"
2018,104,104085,104085,Melbourne (CBD),Disco Bar,4520,"Pubs, Taverns and Bars",144.95916,-37.80895,"(-37.80895419, 144.9591562)"
2018,104,103219,103219,Melbourne (CBD),Workshop,4520,"Pubs, Taverns and Bars",144.96052,-37.80919,"(-37.80918734, 144.9605226)"
2018,94,108089,108089,Melbourne (CBD),Ubimet Pty Ltd,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.95923,-37.81025,"(-37.81024541, 144.9592271)"
2018,63,108079,108079,Melbourne (CBD),Chin Communications Pty Ltd,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.95975,-37.81356,"(-37.81355512, 144.9597518)"
2018,57,108584,108584,Melbourne (CBD),Wendy Lasica,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.96814,-37.81199,"(-37.81199332, 144.9681394)"
2018,51,101171,101171,Melbourne (CBD),VITS,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.95533,-37.81623,"(-37.81622899, 144.9553253)"
2018,38,105912,105912,Melbourne (CBD),The Alternative Technology Association,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.97239,-37.8128,"(-37.81279884, 144.9723924)"
2018,35,109271,109271,Melbourne (CBD),Australian Gemological Laboratory / GemTrove,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.9658,-37.81472,"(-37.81472249, 144.9658025)"
2018,34,105929,105929,Melbourne (CBD),Carolyn Manning Consulting Services / Dial M for Mediation,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.9633,-37.81557,"(-37.81556658, 144.9633005)"
2018,28,102059,102059,Melbourne (CBD),Geogratia Pty Ltd,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.97335,-37.81384,"(-37.81384322, 144.9733542)"
2018,27,102067,102067,Melbourne (CBD),Sumitomo Australia,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.97081,-37.81489,"(-37.81489298, 144.9708136)"
2018,266,109851,109851,Carlton,Metropoli's Research Pty Ltd,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.96535,-37.8067,"(-37.80670086, 144.9653524)"
2018,25,102079,102079,Melbourne (CBD),Australia Gem Testing Laboratory,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.96633,-37.81584,"(-37.81584039, 144.9663301)"
2018,228,106892,106892,Carlton,Corporate language Communications,6999,"Other Professional, Scientific and Technical Services n.e.c.",144.97338,-37.79335,"(-37.79334724, 144.9733814)"
2018,245,107554,107554,Carlton,University Food Group,3602,"Meat, Poultry and Smallgoods Wholesaling",144.96483,-37.80231,"(-37.80230855, 144.9648346)"
2018,24,110762,110762,Melbourne (CBD),Oji Green Resources Co,1510,"Pulp, Paper and Paperboard Manufacturing",144.96382,-37.81663,"(-37.81662772, 144.9638218)"
2018,76,589841,105749,Melbourne (CBD),Wash n Shop,9412,"Automotive Body, Paint and Interior Repair",144.9657,-37.81068,"(-37.81067862, 144.9657001)"
